Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts
TTC23	64927	107	107	1	3	-	27	0
TTC23-AS1	128193289	36	36	-	-	-	6	0
TTC23L	153657	94	94	20	-	616344	61	0
TTC23L-AS1	101929704	9	9	-	-	-	-	-
TTC24	164118	75	71	50	1	-	51	0
TTC27	55622	97	96	57	3	-	59	0
TTC28	23331	231	221	190	3	615098	142	2
TTC28-AS1	284900	101	93	-	1	-	57	0
TTC29	83894	61	60	33	9	618735	24	1
TTC3	7267	217	210	139	1	602259	124	0
TTC3-AS1	100874006	49	44	-	-	-	5	0
TTC31	64427	58	55	38	-	-	40	0
TTC32	130502	36	36	12	-	-	16	0
TTC33	23548	37	37	15	-	-	17	0
TTC34	100287898	212	207	60	8	-	77	0
TTC36	143941	66	54	17	-	620701	27	0
TTC36-AS1	101929089	223	192	-	13	-	85	0
TTC38	55020	131	130	42	2	-	47	0
TTC39A	22996	35	35	23	-	619885	24	0
TTC39A-AS1	102724097	3	3	-	-	-	1	0
TTC39B	158219	168	167	60	2	613574	52	0
TTC39C	125488	67	65	29	1	-	34	0
TTC39C-AS1	102724246	21	19	-	-	-	3	0
TTC4	7268	32	32	15	-	606753	18	0
TTC5	91875	68	65	42	7	619014	29	0
TTC6	319089	40	40	7	1	-	4	0
TTC7A	57217	1304	1042	1281	73	609332	424	26
TTC7B	145567	70	70	47	-	620060	48	0
TTC7B-AS1	101928909	13	13	-	-	-	7	0
TTC8	123016	753	494	719	63	608132	255	29
TTC9	23508	21	21	12	-	610488	11	0
TTC9-DT	101928075	3	3	-	-	-	-	-
TTC9B	148014	21	17	7	-	-	9	0
TTC9C	283237	30	29	14	-	-	18	0
TTF1	7270	115	112	77	1	600777	70	0
TTF2	8458	93	92	81	-	604718	58	0
TTI1	9675	107	105	100	9	614425	76	0
TTI2	80185	188	160	120	8	614426	49	6
TTK	7272	62	61	42	1	604092	42	0
TTL	150465	28	28	13	2	608291	8	0
TTLL1	25809	75	74	21	2	608955	23	0
TTLL1-AS1	100506679	27	26	-	-	-	7	0
TTLL10	254173	241	233	81	3	-	93	0
TTLL10-AS1	100506376	80	78	-	-	-	9	0
TTLL11	158135	73	73	43	1	620694	42	0
TTLL12	23170	116	115	66	-	619410	52	0
TTLL13	440307	11	11	-	-	620485	1	0
TTLL2	83887	96	96	42	-	-	37	0
TTLL3	26140	144	144	39	-	619195	97	0
TTLL4	9654	95	94	65	1	618738	62	0
TTLL5	23093	1141	997	1118	107	612268	491	7
TTLL6	284076	73	73	59	-	610849	48	0
TTLL7	79739	52	52	36	-	618813	38	0
TTLL7-IT1	100874314	3	3	-	-	-	-	-
TTLL8	164714	148	145	1	-	619193	9	0
TTLL9	164395	46	46	23	1	619838	27	0
TTN	7273	74456	31216	74316	3374	188840	11095	3597
TTN-AS1	100506866	43002	17888	50	3020	-	6208	4
TTPA	7274	683	466	655	81	600415	146	15
TTPAL	79183	24	24	15	-	-	16	0
TTR	7276	1107	415	1059	112	176300	137	36
TTTY1	50858	58	58	-	-	-	4	0
TTTY10	246119	80	80	-	-	-	5	0
TTTY11	83866	65	65	-	-	-	6	0
TTTY12	83867	69	69	-	-	-	7	0
TTTY13	83868	80	80	-	-	-	6	0
TTTY13B	100287735	61	61	-	-	-	5	0
TTTY14	83869	92	91	-	1	-	11	0
TTTY15	64595	72	72	-	-	-	9	0
TTTY16	252948	70	70	-	-	-	7	0
TTTY17A	252949	96	96	-	-	400040	10	0
TTTY17B	474151	102	102	-	-	-	16	0
TTTY17C	474152	98	98	-	-	-	15	0
TTTY18	252950	69	69	-	-	-	7	0
TTTY19	252952	68	68	-	-	-	6	0
TTTY1B	100101116	71	71	-	-	-	6	0
TTTY2	60439	58	58	-	-	-	4	0
TTTY20	252951	62	62	-	-	-	4	0
TTTY21	252953	58	58	-	-	-	4	0
TTTY21B	100101115	71	71	-	1	-	6	0
TTTY22	252954	57	57	-	-	-	4	0
TTTY23	252955	55	55	-	-	-	3	0
TTTY23B	100101121	61	61	-	-	-	3	0
TTTY2B	100101117	71	71	-	-	-	6	0
TTTY3	114760	91	91	-	-	400036	9	0
TTTY3B	474148	98	98	-	-	-	13	0
TTTY4	114761	96	96	-	-	400037	10	0
TTTY4B	474149	102	102	-	-	-	16	0
TTTY4C	474150	100	100	-	-	-	17	0
TTTY5	83863	98	97	-	-	400038	12	0
TTTY6	84672	88	88	-	-	400039	9	0
TTTY6B	441543	94	94	-	-	-	11	0
TTTY7	246122	70	70	-	-	-	6	0
TTTY7B	100101120	58	58	-	-	-	4	0
TTTY8	84673	58	58	-	-	-	4	0
TTTY8B	100101118	70	70	-	-	-	6	0
TTTY9A	83864	87	86	-	-	-	9	0
TTTY9B	425057	84	83	-	-	-	9	0
TTYH1	57348	43	43	21	-	605784	25	0
TTYH2	94015	66	64	42	-	608855	37	0
TTYH3	80727	81	81	34	-	608919	47	0
TUB	7275	664	516	642	11	601197	262	11
TUB-AS1	101927917	3	3	-	-	-	1	0
TUBA1A	7846	700	372	687	173	602529	72	26
TUBA1B	10376	17	16	7	-	602530	5	0
TUBA1B-AS1	105369760	1	1	-	-	-	-	-
TUBA1C	84790	27	27	16	-	-	18	0
TUBA3C	7278	55	55	22	-	602528	27	0
TUBA3D	113457	73	73	37	2	617878	41	0
TUBA3E	112714	84	83	42	1	619918	48	0
TUBA4A	7277	127	109	91	10	191110	21	0
TUBA4B	80086	18	18	-	-	-	2	0
TUBA8	51807	466	374	382	4	605742	168	4
TUBAL3	79861	80	79	45	-	620835	42	0
TUBB	203068	123	95	115	28	191130	32	4
TUBB1	81027	325	232	307	12	612901	125	13
TUBB2A	7280	452	362	390	35	615101	100	11
TUBB2B	347733	295	227	235	47	612850	69	10
TUBB3	10381	538	354	483	48	602661	134	21
TUBB4A	10382	511	310	498	42	602662	94	11
TUBB4B	10383	213	188	138	2	602660	23	2
TUBB6	84617	198	165	35	3	615103	54	0
TUBB8	347688	108	99	92	50	616768	19	0
TUBB8B	260334	16	16	6	4	-	-	-
TUBD1	51174	39	39	25	-	607344	23	0
TUBE1	51175	41	41	17	-	607345	24	0
TUBG1	7283	199	160	188	12	191135	38	2
TUBG2	27175	24	24	19	-	605785	17	0
TUBGCP2	10844	290	262	159	3	617817	104	4
TUBGCP3	10426	157	157	37	1	617818	41	0
TUBGCP4	27229	616	524	589	39	609610	177	2
TUBGCP5	114791	414	403	88	16	608147	120	0
TUBGCP6	85378	2618	2159	2466	113	610053	948	52
TUFM	7284	430	340	281	7	602389	126	19
TUFT1	7286	43	39	27	2	600087	24	0
TUG1	55000	21	20	-	-	614971	1	0
TULP1	7287	1119	787	1109	124	602280	274	45
TULP2	7288	42	42	30	-	602309	31	0
TULP3	7289	109	107	45	7	604730	34	0
TULP4	56995	181	180	151	-	619442	140	0
TUNAR	100507043	13	10	-	-	615719	1	0
TUSC1	286319	108	107	25	-	610529	28	0
TUSC2	11334	15	15	5	-	607052	8	0
TUSC3	7991	428	366	324	20	601385	157	8
TUSC7	285194	13	13	-	-	616057	3	0
TUSC8	400128	27	27	-	-	-	-	-
TUT1	64852	88	86	71	1	610641	60	0
TUT4	23318	88	88	80	-	613692	72	0
TUT7	79670	91	91	61	-	613467	59	0
TVP23A	780776	65	64	16	-	-	40	0
TVP23B	51030	125	124	11	-	-	23	0
TVP23C	201158	112	107	-	27	-	4	0
TVP23C-CDRT4	100533496	124	119	-	28	-	13	0
TWF1	5756	38	38	22	-	610932	27	0
TWF2	11344	27	27	14	-	607433	18	0
TWF2-DT	101929054	2	2	-	-	-	-	-
TWIST1	7291	320	244	276	82	601622	88	9
TWIST2	117581	120	112	30	7	607556	19	0
TWNK	56652	1058	536	1040	63	606075	270	49
TWSG1	57045	114	109	6	-	605049	12	0
TWSG1-DT	102724397	48	43	-	1	-	2	0
TXK	7294	53	53	33	-	600058	36	0
TXLNA	200081	47	47	33	-	608676	35	0
TXLNB	167838	69	69	38	-	611438	52	0
TXLNG	55787	197	191	24	-	300677	28	0
TXN	7295	38	38	2	-	187700	3	0
TXN2	25828	90	79	60	2	609063	37	0
TXNDC11	51061	92	92	68	-	617792	70	0
TXNDC11-AS1	127379753	4	4	-	-	-	-	-
TXNDC12	51060	36	36	4	1	609448	27	0
TXNDC12-AS1	104355143	2	2	-	-	-	-	-
TXNDC15	79770	69	61	50	7	617778	24	1
TXNDC16	57544	51	51	41	-	616179	39	0
TXNDC17	84817	31	29	6	-	616967	10	0
TXNDC2	84203	153	148	48	-	617790	34	0
TXNDC5	81567	55	55	40	-	616412	36	0
TXNDC8	255220	40	40	4	-	617789	6	0
TXNDC9	10190	31	31	9	-	612564	14	0
TXNIP	10628	225	219	25	-	606599	74	0
TXNL1	9352	72	70	8	2	603049	6	0
TXNL4A	10907	245	216	63	19	611595	21	1
TXNL4B	54957	47	47	9	-	617722	18	0
TXNRD1	7296	80	80	41	-	601112	61	0
TXNRD2	10587	1623	1132	1218	-	606448	372	28
TXNRD3	114112	72	72	54	-	606235	56	0
TXNRD3NB	645840	26	26	-	-	-	15	0
TYK2	7297	1213	933	1199	33	176941	441	40
TYMP	1890	1550	1095	1394	167	131222	194	41
TYMS	7298	188	179	23	5	188350	38	0
TYMSOS	494514	169	164	-	-	-	33	0
TYR	7299	1398	677	1374	243	606933	160	38
TYRO3	7301	57	56	44	-	600341	40	0
TYROBP	7305	170	120	154	8	604142	50	6
TYRP1	7306	909	750	778	81	115501	278	24
TYSND1	219743	60	60	44	-	611017	43	0
TYW1	55253	67	67	43	-	611243	46	0
TYW1B	441250	56	56	24	2	-	27	0
TYW3	127253	41	41	13	-	611245	24	0
TYW5	129450	42	42	8	3	619882	10	0
U2AF1	7307	126	99	3	4	191317	12	0
U2AF1L4	199746	42	42	24	-	601080	27	0
U2AF2	11338	54	53	26	7	191318	24	0
U2SURP	23350	43	43	22	1	617849	25	0
UACA	55075	118	114	101	-	612516	68	0
UAP1	6675	45	43	24	-	602862	22	0
UAP1L1	91373	109	100	38	1	-	42	1
UBA1	7317	969	725	808	2	314370	239	17
UBA2	10054	70	64	55	18	613295	32	0
UBA3	9039	24	24	11	-	603172	13	0
UBA5	79876	316	259	292	38	610552	98	5
UBA52	7311	19	19	2	-	191321	11	0
UBA6	55236	84	84	56	-	611361	64	0
UBA6-DT	550112	5	5	-	-	-	1	0
UBA7	7318	91	90	82	-	191325	61	1
UBAC1	10422	92	84	29	-	608129	36	0
UBAC2	337867	154	151	19	3	-	56	0
UBAC2-AS1	100289373	30	30	-	-	-	1	0
UBALD1	124402	52	50	13	-	-	23	0
UBALD2	283991	21	21	7	-	-	7	0
UBAP1	51271	150	126	69	13	609787	34	3
UBAP1L	390595	55	54	40	-	-	43	0
UBAP2	55833	157	151	79	-	-	75	0
UBAP2L	9898	67	60	46	6	616472	39	1
UBASH3A	53347	157	149	54	1	605736	54	0
UBASH3B	84959	87	87	35	-	609201	31	0
UBB	7314	52	52	9	-	191339	18	0
UBC	7316	53	50	33	-	191340	10	0
UBD	10537	15	15	6	-	606050	7	0
UBE2A	7319	247	230	72	21	312180	36	0
UBE2B	7320	23	22	3	-	179095	4	0
UBE2C	11065	13	13	5	-	605574	5	0
UBE2D1	7321	23	23	1	-	602961	6	0
UBE2D2	7322	22	21	1	1	602962	7	0
UBE2D3	7323	18	17	-	-	602963	1	0
UBE2D3-AS1	105377348	1	1	-	-	-	-	-
UBE2D4	51619	30	30	6	-	-	8	0
UBE2E1	7324	25	24	6	1	602916	4	0
UBE2E1-AS1	100874092	7	7	-	-	-	1	0
UBE2E2	7325	27	27	6	-	602163	8	0
UBE2E2-DT	100505877	6	6	-	-	-	-	-
UBE2E3	10477	30	30	1	-	604151	4	0
UBE2E3-DT	105373772	13	13	-	-	-	-	-
UBE2F	140739	93	90	6	-	617700	14	0
UBE2F-SCLY	100533179	91	91	-	-	-	45	0
UBE2G1	7326	46	46	-	1	601569	20	0
UBE2G2	7327	110	102	4	-	603124	19	0
UBE2H	7328	32	32	5	-	601082	6	0
UBE2H-DT	121832803	27	27	-	-	-	17	0
UBE2I	7329	65	61	4	-	601661	12	0
UBE2J1	51465	40	40	17	-	616175	26	0
UBE2J2	118424	164	156	7	1	619756	25	0
UBE2K	3093	21	21	1	-	602846	5	0
UBE2L3	7332	120	116	3	22	603721	17	0
UBE2L5	171222	22	22	-	-	-	2	0
UBE2L6	9246	27	27	11	-	603890	15	0
UBE2M	9040	13	13	4	1	603173	4	0
UBE2N	7334	11	11	3	-	603679	4	0
UBE2NL	389898	207	201	9	-	-	14	0
UBE2O	63893	67	67	52	-	617649	53	0
UBE2Q1	55585	34	30	14	-	617429	18	0
UBE2Q1-AS1	100874097	1	1	-	-	-	-	-
UBE2Q2	92912	51	50	29	-	612501	33	0
UBE2QL1	134111	109	109	3	-	615832	4	0
UBE2R2	54926	84	78	5	-	612506	13	0
UBE2R2-AS1	101929688	49	48	-	-	-	4	0
UBE2S	27338	54	53	28	-	610309	28	0
UBE2T	29089	65	55	46	10	610538	15	0
UBE2U	148581	33	33	7	1	-	11	0
UBE2V1	7335	13	13	1	-	602995	2	0
UBE2V2	7336	33	33	2	-	603001	9	0
UBE2V2-AS1	105375819	14	14	-	-	-	2	0
UBE2W	55284	29	29	2	-	614277	4	0
UBE2Z	65264	26	26	13	-	611362	17	0
UBE3A	7337	1636	1201	1310	265	601623	333	16
UBE3B	89910	474	409	460	55	608047	151	6
UBE3C	9690	144	141	53	1	614454	48	0
UBE3D	90025	49	49	30	-	612495	32	0
UBE4A	9354	106	88	63	6	603753	49	1
UBE4B	10277	101	101	62	1	613565	61	0
UBFD1	56061	54	54	19	1	-	23	0
UBIAD1	29914	174	167	120	12	611632	86	1
UBL3	5412	42	42	3	-	604711	5	0
UBL4A	8266	243	226	5	-	312070	15	0
UBL4B	164153	32	32	13	-	611127	13	0
UBL5	59286	10	10	1	-	606849	4	0
UBL7	84993	54	53	16	-	609748	16	0
UBL7-DT	440288	10	10	-	-	-	-	-
UBLCP1	134510	29	29	9	-	609867	11	0
UBN1	29855	44	44	14	1	609771	6	0
UBN2	254048	145	141	98	1	613841	77	1
UBOX5	22888	115	114	25	1	619675	79	0
UBOX5-AS1	100134015	87	87	-	-	-	66	0
UBP1	7342	34	34	18	-	609784	17	0
UBQLN1	29979	52	50	21	2	605046	12	0
UBQLN1-AS1	105376114	12	12	-	-	-	-	-
UBQLN2	29978	372	305	232	5	300264	111	7
UBQLN3	50613	73	73	48	-	605473	53	0
UBQLN4	56893	56	52	25	-	605440	33	0
UBQLNL	143630	58	58	33	-	-	33	0
UBR1	197131	1115	1021	1086	71	605981	131	12
UBR2	23304	102	101	91	1	609134	76	0
UBR3	130507	97	96	78	-	613831	59	0
UBR4	23352	475	399	447	4	609890	235	1
UBR5	51366	153	150	102	-	608413	63	0
UBR5-DT	101927221	47	47	-	-	-	5	0
UBR7	55148	62	59	37	10	613816	20	1
UBTD1	80019	37	37	17	-	616388	20	0
UBTD2	92181	28	28	11	-	610174	13	0
UBTF	7343	113	89	103	4	600673	46	0
UBTFL1	642623	43	43	18	-	613696	21	0
UBXN1	51035	35	34	18	-	616378	20	0
UBXN10	127733	40	38	20	-	616783	24	0
UBXN11	91544	37	37	25	-	609151	29	0
UBXN2A	165324	32	32	13	-	-	15	0
UBXN2B	137886	43	43	16	-	610686	16	0
UBXN4	23190	40	40	24	-	611216	27	0
UBXN6	80700	66	66	43	-	611946	50	0
UBXN7	26043	115	114	12	-	616379	31	0
UBXN7-AS1	100874034	49	48	-	-	-	4	0
UBXN8	7993	87	87	14	-	602155	20	0
UC.134	110599565	9	9	-	-	-	-	-
UCA1	652995	16	16	-	-	617500	4	0
UCA1-AS1	105372290	5	5	-	-	-	-	-
UCHL1	7345	240	191	221	15	191342	57	3
UCHL1-DT	101410542	10	10	1	1	614991	1	0
UCHL3	7347	76	76	8	-	603090	11	0
UCHL5	51377	32	31	12	1	610667	12	0
UCK1	83549	49	49	13	1	609328	20	0
UCK2	7371	24	23	5	-	609329	6	0
UCKL1	54963	75	73	25	-	610866	31	0
UCKL1-AS1	100113386	20	20	-	-	-	5	0
UCMA	221044	42	42	15	-	-	19	0
UCN	7349	37	28	19	1	600945	11	1
UCN2	90226	18	18	8	-	605902	10	0
UCN3	114131	58	58	24	-	605901	26	0
UCP1	7350	60	60	27	-	113730	25	0
UCP2	7351	120	89	101	-	601693	58	1
UCP3	7352	205	145	189	-	602044	79	5
UEVLD	55293	55	55	34	-	610985	41	0
UFC1	51506	39	35	19	3	610554	16	1
UFD1	7353	430	407	29	-	601754	24	0
UFD1-AS1	105372860	197	178	-	-	-	9	0
UFL1	23376	68	68	46	-	613372	51	0
UFL1-AS1	100861530	9	9	-	-	-	7	0
UFM1	51569	100	83	48	3	610553	15	0
UFSP1	402682	40	40	17	-	611481	19	0
UFSP2	55325	200	176	66	6	611482	44	1
UGCG	7357	45	44	12	-	602874	13	1
UGDH	7358	94	73	70	23	603370	25	0
UGDH-AS1	100885776	9	9	-	-	-	5	0
UGGT1	56886	118	118	87	-	605897	76	0
UGGT2	55757	190	189	99	2	605898	95	0
UGP2	7360	52	44	36	1	191760	22	0
UGT1A	7361	977	548	-	65	-	318	0
UGT1A1	54658	766	351	698	66	191740	158	32
UGT1A10	54575	984	554	24	66	606435	304	1
UGT1A3	54659	789	374	43	66	606428	174	2
UGT1A4	54657	814	399	40	66	606429	192	2
UGT1A5	54579	834	417	26	66	606430	203	1
UGT1A6	54578	877	457	37	66	606431	235	1
UGT1A7	54577	936	508	38	66	606432	269	1
UGT1A8	54576	1007	577	290	66	606433	325	17
UGT1A9	54600	966	536	58	66	606434	288	3
UGT2A1	10941	72	71	27	-	604716	37	0
UGT2A2	574537	54	53	14	-	619809	23	0
UGT2A3	79799	74	73	41	-	616382	47	0
UGT2B10	7365	75	75	45	-	600070	49	0
UGT2B11	10720	84	83	51	-	603064	53	0
UGT2B15	7366	78	77	49	-	600069	49	0
UGT2B17	7367	90	83	48	-	601903	28	1
UGT2B28	54490	87	86	51	-	606497	42	0
UGT2B4	7363	85	84	54	-	600067	54	0
UGT2B7	7364	186	183	155	-	600068	30	0
UGT3A1	133688	57	57	35	-	616383	36	0
UGT3A2	167127	46	46	23	1	616384	23	0
UGT8	7368	49	49	35	-	601291	25	0
UHMK1	127933	36	34	15	1	608849	18	0
UHRF1	29128	38	36	26	2	607990	23	2
UHRF2	115426	180	179	27	-	615211	32	0
UICLM	200772	46	46	-	-	-	1	0
UIMC1	51720	101	97	40	2	609433	37	0
ULBP1	80329	49	49	33	-	605697	25	0
ULBP2	80328	38	38	21	1	605698	19	0
ULBP3	79465	29	29	14	1	605699	13	0
ULK1	8408	122	119	92	-	603168	82	0
ULK2	9706	172	172	61	1	608650	64	0
ULK3	25989	85	84	44	-	613472	39	0
ULK4	54986	148	139	124	4	617010	82	1
UMAD1	729852	13	13	-	-	-	1	0
UMLILO	114515515	8	8	-	-	-	1	0
UMOD	7369	659	433	630	75	191845	181	22
UMODL1	89766	240	232	149	2	613859	120	0
UMODL1-AS1	150147	54	49	-	-	-	9	0
UMPS	7372	348	289	326	6	613891	155	13
UNC119	9094	281	224	271	1	604011	130	8
UNC119B	84747	31	31	14	1	620513	18	0
UNC13A	23025	250	220	234	3	609894	98	6
UNC13B	10497	187	181	105	-	605836	101	0
UNC13C	440279	136	135	105	1	614568	111	0
UNC13D	201294	2117	1565	2098	153	608897	527	75
UNC45A	55898	702	634	650	13	611219	301	5
UNC45B	146862	297	258	285	7	611220	97	2
UNC50	25972	37	37	19	-	617826	15	0
UNC5A	90249	92	88	31	2	607869	35	0
UNC5B	219699	114	113	95	-	607870	86	1
UNC5B-AS1	728978	8	8	-	-	-	3	0
UNC5C	8633	107	102	78	2	603610	57	0
UNC5C-AS1	105377335	4	4	-	-	-	-	-
UNC5CL	222643	38	38	32	-	617464	30	0
UNC5D	137970	106	106	40	2	616466	45	0
UNC79	57578	160	159	129	-	616884	124	0
UNC80	285175	2537	2178	2509	117	612636	935	28
UNC93A	54346	94	93	40	-	607995	31	0
UNC93B1	81622	441	393	427	7	608204	196	1
UNCX	340260	100	100	46	-	-	58	0
UNG	7374	361	295	342	17	191525	138	10
UNK	85451	48	48	31	-	616375	31	0
UNKL	64718	142	137	76	-	617463	81	0
UPB1	51733	402	289	295	18	606673	136	16
UPF1	5976	97	85	87	3	601430	38	0
UPF2	26019	94	92	64	1	605529	53	0
UPF3A	65110	172	172	42	5	605530	52	0
UPF3B	65109	501	418	324	27	300298	95	12
UPK1A	11045	44	44	26	-	611557	32	0
UPK1A-AS1	100862728	11	11	-	-	-	8	0
UPK1B	7348	36	36	17	-	602380	22	0
UPK2	7379	52	40	7	-	611558	11	0
UPK3A	7380	169	138	94	1	611559	43	2
UPK3B	105375355	55	54	34	-	611887	27	0
UPK3BL1	100134938	31	31	10	-	-	11	0
UPK3BL2	107983993	7	7	-	-	-	-	-
UPP1	7378	24	24	3	-	191730	6	0
UPP2	151531	48	48	27	2	617340	23	0
UPRT	139596	174	166	9	3	300656	31	0
UQCC1	55245	36	36	22	1	611797	21	0
UQCC2	84300	78	67	70	4	614461	20	1
UQCC3	790955	55	46	38	1	616097	19	0
UQCC4	283951	58	54	-	-	620578	10	0
UQCC5	440957	15	15	4	-	620435	7	0
UQCC6	728568	12	12	-	-	618812	5	0
UQCR10	29796	32	31	5	-	610843	8	0
UQCR11	10975	39	39	7	-	609711	14	0
UQCRB	7381	119	100	78	3	191330	18	3
UQCRB-AS1	101927039	25	24	-	-	-	3	0
UQCRC1	7384	55	55	46	5	191328	38	0
UQCRC2	7385	293	249	163	14	191329	93	2
UQCRFS1	7386	35	31	22	3	191327	12	0
UQCRFS1-DT	105372352	4	4	-	-	-	1	0
UQCRH	7388	17	17	7	1	613844	11	0
UQCRHL	440567	28	28	13	-	-	11	0
UQCRQ	27089	128	102	109	1	612080	53	9
URAD	646625	49	49	14	-	615804	18	0
URB1	9875	269	260	172	2	608865	163	0
URB1-AS1	84996	36	31	-	-	-	1	0
URB2	9816	131	129	92	-	619372	79	0
URGCP	55665	65	65	40	-	610337	31	0
URGCP-MRPS24	100534592	59	59	2	-	-	39	0
URI1	8725	54	52	38	-	603494	31	0
URM1	81605	52	51	13	-	612693	16	0
UROC1	131669	167	142	149	4	613012	66	3
UROD	7389	211	155	195	43	613521	74	13
UROS	7390	247	196	179	29	606938	38	4
USB1	79650	401	318	375	28	613276	130	6
USE1	55850	33	33	16	-	610675	24	0
USF1	7391	31	29	10	-	191523	17	0
USF2	7392	39	39	20	-	600390	25	0
USF3	205717	146	142	116	-	617568	96	3
USH1C	10083	2232	1384	2209	169	605242	383	70
USH1G	124590	628	447	612	48	607696	238	22
USH2A	7399	16590	8415	16507	2003	608400	2400	431
USH2A-AS1	105372918	1361	723	9	182	-	200	0
USH2A-AS2	102723833	1037	549	5	131	-	163	0
USHBP1	83878	79	79	61	-	611810	65	0
USO1	8615	29	29	1	1	603344	6	0
USP1	7398	62	62	39	-	603478	39	0
USP10	9100	120	120	62	-	609818	73	0
USP11	8237	209	197	50	2	300050	33	1
USP12	219333	41	41	7	-	603091	9	0
USP12-AS1	100874070	16	16	-	-	-	-	-
USP12-DT	100874071	16	16	-	-	-	-	-
USP13	8975	78	78	47	1	603591	46	0
USP14	9097	172	165	28	7	607274	33	0
USP15	9958	46	44	34	-	604731	28	2
USP16	10600	112	107	46	-	604735	53	0
USP17L1	401447	161	154	4	-	-	2	0
USP17L10	100287144	68	68	-	-	-	3	0
USP17L11	100287178	68	68	-	-	-	3	0
USP17L12	100287205	68	68	-	-	-	3	0
USP17L13	100287238	68	68	-	-	-	3	0
USP17L15	100288520	68	68	-	-	-	3	0
USP17L17	100287327	69	69	1	-	-	3	0
USP17L18	100287364	68	68	-	-	-	3	0
USP17L19	100287404	70	69	2	-	-	3	0
USP17L2	377630	80	80	10	-	610186	-	-
USP17L20	100287441	68	68	-	-	-	3	0
USP17L21	100287478	68	68	-	-	-	3	0
USP17L22	100287513	70	70	2	-	-	3	0
USP17L24	728369	69	69	-	-	-	3	0
USP17L25	728373	69	69	-	-	-	3	0
USP17L26	728379	70	70	1	-	-	4	0
USP17L27	728393	151	151	-	-	-	83	0
USP17L28	728400	69	69	-	-	-	3	0
USP17L29	728405	69	69	-	-	-	3	0
USP17L3	645836	147	142	-	-	-	2	0
USP17L30	728419	69	69	-	-	-	3	0
USP17L4	645402	159	152	2	-	-	2	0
USP17L5	728386	73	73	4	-	-	7	0
USP17L7	392197	75	75	5	-	-	-	-
USP17L8	392188	148	143	1	-	-	2	0
USP18	11274	177	168	40	57	607057	30	0
USP19	10869	107	107	96	2	614471	84	0
USP2	9099	79	73	42	-	604725	41	0
USP2-AS1	100499227	23	23	-	2	-	10	0
USP20	10868	109	109	68	1	615143	70	0
USP21	27005	50	48	28	1	604729	37	0
USP22	23326	20	20	6	-	612116	15	0
USP24	23358	101	101	87	1	610569	83	0
USP25	29761	126	121	47	-	604736	54	0
USP26	83844	247	233	66	3	300309	41	1
USP27X	389856	221	205	49	9	300975	32	1
USP27X-DT	158572	82	78	-	-	-	1	0
USP28	57646	76	76	57	-	610748	57	0
USP29	57663	80	80	56	-	609546	58	0
USP3	9960	40	39	27	-	604728	27	0
USP3-AS1	100130855	22	22	-	-	-	19	0
USP30	84749	44	44	28	-	612492	31	0
USP30-AS1	100131733	7	7	-	-	-	4	0
USP31	57478	124	124	92	-	619536	91	0
USP32	84669	92	92	67	2	607740	71	0
USP33	23032	56	56	38	-	615146	45	0
USP34	9736	232	230	191	4	615295	183	0
USP34-DT	105377633	17	17	-	-	-	5	0
USP35	57558	127	125	79	2	-	107	0
USP36	57602	124	121	104	-	612543	80	1
USP37	57695	69	68	38	-	620226	35	0
USP38	84640	73	73	45	-	618322	48	0
USP38-DT	105377623	10	10	-	-	-	1	0
USP39	10713	50	50	30	1	611594	33	0
USP4	7375	64	64	53	-	603486	47	0
USP40	55230	126	125	82	-	610570	82	0
USP41	373856	368	350	-	11	-	23	0
USP42	84132	190	190	140	3	-	141	0
USP43	124739	84	84	70	-	-	67	0
USP44	84101	48	47	43	-	610993	30	0
USP45	85015	101	97	78	5	618439	52	0
USP46	64854	33	33	8	1	612849	15	0
USP46-DT	643783	8	8	-	-	-	-	-
USP47	55031	71	71	56	-	614460	54	0
USP48	84196	50	48	34	2	617445	35	0
USP49	25862	44	44	35	-	-	34	0
USP5	8078	92	88	35	-	601447	40	0
USP50	373509	89	86	24	2	620563	44	0
USP51	158880	165	159	31	1	-	28	0
USP53	54532	192	165	163	34	617431	59	5
USP54	159195	104	104	86	-	-	81	0
USP6	9098	109	109	81	-	604334	73	0
USP6NL	9712	89	89	56	-	605405	64	0
USP6NL-AS1	107984208	12	12	-	-	-	2	0
USP7	7874	475	426	402	41	602519	160	6
USP7-AS1	105371074	39	32	1	1	-	18	0
USP8	9101	202	189	169	7	603158	81	1
USP9X	8239	1096	930	932	100	300072	345	8
USP9Y	8287	92	92	16	4	400005	20	0
USPL1	10208	110	110	68	1	617470	63	0
UST	10090	41	41	22	-	610752	22	0
UST-AS1	100128176	10	10	-	-	-	2	0
UST-AS2	105378047	8	8	-	-	-	1	0
UTF1	8433	141	141	28	-	604130	41	0
UTP11	51118	12	12	3	-	609440	6	0
UTP14A	10813	221	212	44	1	300508	40	0
UTP14C	9724	191	170	41	10	608969	75	1
UTP15	84135	27	27	19	-	616194	22	0
UTP18	51096	40	40	31	-	612816	29	0
UTP20	27340	167	165	155	-	612822	131	0
UTP23	84294	73	73	14	-	-	21	0
UTP25	27042	68	67	46	-	619663	50	0
UTP3	57050	48	48	20	-	611614	25	0
